text,label
" Gente de todas las edades -muchos jóvenes- y de todas las clases sociales recibieron entusiasmados al líder de Vox, Santiago Abascal . Entre aplausos, una música ensordecedora y un fuerte ¡Viva España!, Abascal subió al escenario acompañado por Jorge Ca",True
" La juez de Instrucción número 19 de Madrid, encargada del control del Centro de Internamiento de Extranjeros (CIE) de Aluche, ha solicitado que se deduzca testimonio contra varios agentes de Policía que custodian a internos por un delito de torturas a r",True
" La mujer pakistaní de fe cristiana Asia Bibi que pasó ocho años en prisión por un supuesto delito de blasfemia que luego se demostró falso ha dejado Pakistán. Así lo ha dicho su abogado y lo han recogido varios medios del país este miércoles, seis meses",True
 La proyección demográfica de la población en Cataluña indica la llegada de inmigrantes permitirá elevar el número de habitantes y que se registrará un envejecimiento en los próximos años debido a que el crecimiento natural de los autóctonos será negativ,True
 Los candidatos a la alcaldía de Barcelona antes de un debate organizado por las entidades sociales. EFE El segundo día de campaña de las elecciones municipales del próximo 26 de mayo ha dejado un amplio espectro de promesas de los candidatos a la alcal,True
" Los centros de detención para inmigrantes en el sur de Texas están tan llenos que las autoridades estadounidenses han decido usar aviones para trasladar a los indocumentados a otras instalaciones con más espacio, desveló este sábado el diario The Washin",True
 Miles de personas se han desplazado hasta la plaza de la Virgen de Valencia para asistir al tradicional traslado de la imagen de la Virgen de los Desamparados. La procesión ha arrancado desde la Basílica ante los gritos a la Virgen de los fieles que se ,True
" Philip K. Dick se preguntaba si los androides soñaban con ovejas eléctricas e Íñigo Guardamino parece cuestionarse si fingen sus orgasmos. Su última comedia, Metálica, acaba de llegar a la sala de la Princesa del Teatro María Guerrero de Madrid y en ell",True
" Se trata de, poco a poco, desmontar un legado e ir imponiendo una agenda ultraconservadora liderada por grupos religiosos. El Departamento de Salud y Servicios Humanos (HHS, siglas en inglés) prepara una ley que tiene poco de humana y mucho de intransig",True
" Tres chicas han denunciado a un taxista por una supuesta agresión homófoba ocurrida la madrugada del pasado 4 de marzo en el aparcamiento de una discoteca de las afueras de Barcelona. Según ha adelantado Europa Press y ha podido confirmar EL MUNDO, las ",True
" Un grupo de inmigrantes rescatados en aguas del Estrecho, este abril. A. Carrasco Ragel EFE Viajar a la ciudad escogida de Europa desde Marruecos con desplazamientos y alojamiento incluido por entre 3.500 y 6.500 euros. Ese era el caro reclamo con el q",True
 Un subsahariano es sacado del accidente de 'coche patera' en Ceuta. Joaquín Sánchez Los peligros para la vida de muchos inmigrantes no se limitan al mar. Siete personas subsaharianas que estaban ocultas en dobles fondos de un vehículo han resultado her,True
" Un total de 202 inmigrantes han sido rescatados este sábado cuando navegaban en siete pateras frente a las costas andaluzas, la mayoría de ellos en aguas del Estrecho y el resto en las cercanías de la Isla de Alborán. En concreto, en el Estrecho han sid",True
" Unas 300 personas han sido desalojadas de un asentamiento chabolista de inmigrantes en Lepe, Huelva , que ha sido arrasado por un incendio . El fuego ha destruido unas 150 de las infraviviendas que están ubicadas junto al cementerio, en la madrugada de ",True
" Vox evitará la foto con sus homólogos de la extrema derecha europea durante la campaña al Parlamento de la UE. ""No nos daría ningún voto, al contrario"", reconocen responsables del partido ultranacionalista español, que ha irrumpido en el panorama políti",True
 Vox ha presentado este viernes una querella criminal contra los 52 migrantes subsaharianos que el pasado domingo llegaron a Melilla saltando la valla fronteriza entre España y Marruecos. El vicesecretario jurídico de Vox en Melilla y número 8 de la cand,True
" Vox ya no quiere cerrar los canales autonómicos de televisión sino privatizarlos. Si en las 100 medidas que hizo públicas en octubre pasado el partido ultranacionalista pedía ""cerrar [...] las televisiones autonómicas"", en el programa electoral para las",True
" ""Alfredo, gracias por tanto. Tú, como nadie de los que estamos hoy al frente del partido, encarnas lo que el PSOE ha representado y representa para nuestro país"". Así arranca el mensaje que el presidente del Gobierno, Pedro Sánchez , ha escrito en el lib",True
" ""Nos sentimos muy orgullosos de haber salvado a esta manada"". El que habla es Ciro Muñoz , piloto de la Brigada Helitransportada de la Comunidad de Madrid con base e Bustarviejo , y uno de los héroes del grave incendio que hace casi una semana se declaró",True
" «El Imserso se tiene que reinventar. No puede ser que perdure sobre el altruismo del sector empresarial y seguir trabajando con estos precios. Es insostenible e inviable». El entrecomillado pertenece al secretario autonómico de Turismo de la Comunidad, e",True
" Ahora que no preside el Parlament, Picornell pudo retomar su tarea de liderar las manifestaciones antimonárquicas frente al Palacio de la Almudaina. Algo que su cargo le impidió realizar el pasado año, porque tenía que estar dentro, abrazando a Felipe VI",True
" Ampliar foto Grúas de una promoción inmobiliaria en el Guinardó. Carles Ribas Siete meses después de aprobar la obligación de reservar un 30% de vivienda social en las promociones inmobiliarias de mayores dimensiones de la ciudad, el Ayuntamiento de Barc",True
" Anne Hathaway, más eco que nunca, se sincera con una recomendación para todas las mujeres Al buen tiempo, colores vivos y llenos de energía . Y este verano no iba a ser menos. Durante las vacaciones, las celebs nos han sorprendido con looks llenos de col",True
" Así arrancó la aventura atlántica de Savin a bordo de su barril El aventurero francés Jean-Jacques Savin ha llegado la madrugada del jueves a la isla caribeña de Martinica , el destino final de un periplo de más de cuatro meses en el Atlántico a bordo de",True
" Aunque no haya más ciego que el que no quiere ver, y el Gobierno en funciones o no observa o es incapaz de interpretar la realidad económica , los síntomas de desaceleración son preocupantes. En un contexto internacional incierto, con una guerra comercia",True
" Cansado de leer y escuchar que las personas mayores son más propensas a creerse las fake news y que eso las hace votar mal según algunos, el tuitero Flugbeiler ha compuesto un single con el que pretende ""parodiar una serie de ideas que se están populariz",True
" Carlos Guibouich es un barcelonés de origen peruano de 61 años que, durante cuatro, ha malvivido durmiendo en la calle. Hace unos meses, la suerte le sonrió y hoy es uno de los redactores de la guía que la Fundación Arrels ha editado para entregar a las ",True
" Cientos de manifestantes han organizado este viernes una sentada en el aeropuerto de Hong Kong para sensibilizar a los visitantes extranjeros sobre sus protestas, que empezaron hace dos meses. ""No somos agitadores, esto es una tiranía"", gritaban los mani",True
" Cincuenta días ha tardado en llegar el primer cisma del cogobierno entre el PP y Ciudadanos en el Ayuntamiento de Madrid. Probablemente, el alcalde, José Luis Martínez-Almeida, no conserve esa franca sonrisa recogida en la foto que le dedicaba a su vicea",True
" Coche empotrado en Xirivella. CPBV Europa Press Un vehículo se ha empotrado en la planta baja de una vivienda de Xirivella, ha destruido parte de la fachada y ha quedado incrustado en su interior, según ha informado el Consorci de Bombers. El accidente h",True
" Colombia ha encontrado un alivio en medio de sus enormes esfuerzos contra el narcotráfico en el memorando con el cual el presidente de Estados Unidos, Donald Trump , aprobó el desempeño del país andino en su lucha antidrogas. Con ese anhelado respaldo, e",True
" Con el trasfondo de las elecciones generales y el descalabro del Partido Popular en Cataluña -donde redujo de seis a uno el número de diputados obtenidos-, el candidato municipal Josep Bou intenta contener la sangría de votos para la Alcaldía de Barcelon",True
" Cuando los termómetros superan los 30 grados centígrados en la calle y las casas están recalentadas, hay cosas a las que resulta complicado resistirse. Una de ellas es una cerveza bien fría. Otra es dejar pasar las horas a remojo en una piscina. Pero cua",True
 DE UN TIEMPO a esta parte los arranques de campaña y el estreno de la cartelería vienen acompañados con un sondeo con la rúbrica de Tezanos . Lo que supone que en lugar de fijarnos en los rostros que aparecen en el papel nos volquemos en la interpretació,True
" Desde junio del año pasado, cada vez que un barco de una ONG rescata a migrantes en alta mar se enfrenta a la negativa de Malta e Italia de recibirlos a menos que haya un acuerdo previo para reubicar a los rescatados en otros países. Hasta hoy, la UE no ",True
" Difícil lo tuvo el jurado del Premio Valle-Inclán de Teatro, con finalistas como José Sacristán, Mario Gas o Flotats . Los 12 candidatos se lo merecían. Bajo los efectos del #MeToo, se lo llevó Magüi Mira , directora de Consentimiento, una obra sobre la ",True
" Dos de ellos quedaron archivados en 2016 . Con el último ha sucedido lo propio ahora. Los demandantes pedían en todos los casos su inhabilitación para el ejercicio de cargo público durante 10 años, una pena que no le han impuesto finalmente los tribunale",True
" Dos partidos con siglas distintas, la misma promesa electoral cuyo anuncio, además, ha coincidido en el día y la hora. Los candidatos del PP y de Ciudadanos a la Comunidad de Madrid, Isabel Díaz Ayuso e Ignacio Aguado, que además podrían estar obligados ",True
" El abogado de Vox, Pedro Fernández, en el Supremo, donde se está juzgando a los condenados del 'procés', el pasado 13 de febrero. JAIME VILLANUEVA El diputado de Vox por Zaragoza, quien ha conseguido su escaño en las pasadas elecciones generales, y letra",True
" El alcalde de Alicante, el popular Luis Barcala , anunció este miércoles que la Policía Loca l incrementará los controles y la vigilancia a partir de este fin de semana para acabar con el consumo de alcohol en la vía pública. Para ello se creará un dispo",True
" El Ayuntamiento de Alcalá de Henares ha enviado a la Fiscalía General del Estado el cartel publicitario de un lavadero de coches de la localidad, en el que dos mujeres aparecen lavando vehículos en posturas con clara connotación sexual , que según el Con",True
 El BBVA ha anunciado a última hora de la noche de este miércoles (hora española) la venta de su filial paraguaya al Banco GNB Paraguay por 240 millones de euros. La operación aún está sujeta al visto bueno de los reguladores y debería quedar cerrada defi,True
" El calendario futbolístico es tan disparatado que a veces, ni que sea por casualidad, puede llegar a jugar a favor de los intereses de los aficionados (y no solo de los espectadores), como ha pasado en su 54ª edición con el Gamper , uno de los torneos ve",True
" El candidato a diputado general de Álava Iñaki Oyarzábal ha reclamado 280 millones de euros como ""deuda histórica"" al Gobierno vasco por mantener la Ley de Aportaciones que perjudica a Álava . Oyarzábal junto a la candidata al Ayuntamiento de Vitoria Let",True
" El candidato del Partido Popular al Ayuntamiento de Ibiza, José Vicente Marí Bosó, anunció ayer que si logra la alcaldía eliminará la plusvalía municipal y bajará el IBI. El anuncio se produjo durante un acto de precampaña celebrado en Vila, y en el que ",True
" El candidato del PP a la alcaldía de Barcelona, Josep Bou, se ha mostrado este lunes ""encantado de servir"" a los ciudadanos durante cuatro años, aunque acto seguido ha añadido: ""Si tengo que estar en una situación débil, no pinto nada ni hago nada, ¿cuat",True
" El candidato del PSC a las elecciones municipales de Barcelona, Jaume Collboni, ha erigido a su partido como el voto útil de la ciudadanía no independentista de la ciudad, y ha apelado al voto de los progresistas, pero también de los ""moderados huérfanos",True
" El cantante y compositor estadounidense David Berman , que fue el líder del grupo de música alternativa Silver Jews , ha muerto a los 52 años, informó su sello discográfico Drag City Records. ""No podríamos lamentar más contarte esto. David Berman falleci",True
 El caso 3% se ha colado en TV3. El grupo de Ciudadanos (Cs) en el Parlament presentará una propuesta de resolución para conocer los pagos efectuados por la Corporación Catalana de Medios Audiovisuales (CCMA) desde 2009 a las sociedades del ex gerente de ,True
" El centro de recuperación de fauna MónNatura Pirineus, un equipamiento de la Fundació Catalunya La Pedrera situado en Les Valls d'Àneu (Lleida), ha visto nacer al primer lince nacido en el Pirineo catalán desde hace más de un siglo. El felino, un macho q",True
" El chavismo acusa el golpe de las nuevas sanciones de la Casa Blanca contra el régimen de Nicolás Maduro . Ayer reaccionó con una pequeña marcha en el centro de Caracas, a la que apenas asistieron cientos de personas , la mayoría empleados públicos, y qu",True
" El Comité de Campaña Senatorial del Partido Demócrata de Estados Unidos (DSCC) ha expuesto durante los últimos nueve años un total de 6,2 millones de cuentas de correo electrónico en una dirección de almacenamiento de Amazon que estaban mal configurada y",True
" El conductor de un vehículo ha fallecido este domingo en Bizkaia al sufrir un grave accidente de tráfico en el corredor del Cadagua (BI 636) a la altura de la localidad de Güeñes. Según han informado fuente de la dirección de Tráfico del Gobierno vasco, ",True
 El conflicto laboral en el seno de los Mossos d'Esquadra vuelve a tomar temperatura. Agentes del cuerpo y miembros de sindicatos han ocupado el mediodía de este miércoles la consejería de Interior de la Generalitat para forzar una reunión con el conselle,True
" El conseller de Economía, Pere Aragonès, ha ordenado recortar el gasto de las consellerias y de las empresas públicas catalanas, excepto en lo que se refiere al pago de nóminas, servicios básicos e inversiones y gastos ya comprometidos, para cuadrar las ",True
" El consorcio TransJerusalem J-Net Ltd, formado por el Grupo CAF y la constructora Shapir , se ha adjudicado el proyecto del tren ligero de Jerusalén por un importe que supera los 1.800 millones de euros , según informó ayer el grupo empresarial guipuzcoa",True
 El Cuerpo Nacional de Policía ha detenido a cuatro personas acusadas de formar parte de un grupo criminal dedicado al tráfico de seres humanos en la frontera francoespañola de Irún (Gipuzkoa). Esta célula captaba extranjeros llegados en pateras y les ofr,True
" El debate de los candidatos valencianos a las elecciones europeas (más el representante que envió Ciudadanos que no tiene a nadie de la Comunidad con opciones de ser eurodiputado) generó casi más consensos que disensiones. Y es que en Europa, la distanci",True
 El endurecimiento de las sanciones de Estados Unidos contra el Gobierno de Venezuela exacerba la tensión política en el país sudamericano. Nicolás Maduro ha anunciado este jueves su disposición a iniciar una ofensiva contra sus oponentes y delegó en Dios,True
" El escritor, traductor y poeta argentino Leopoldo Brizuela, autor de obras como las novelas Inglaterra. Una fábula y Lisboa. Un melodrama, ha muerto hoy martes en Buenos Aires a los 55 años, según informan varios medios argentinos.",True
" El Estado es propietario desde este sábado de la cripta del cementerio municipal de El Pardo (Madrid) donde el Gobierno prevé enterrar a Franco tras su exhumación del Valle de los Caídos el 10 de junio, tras la publicación del decreto que desvincula la c",True
" El exfutbolista David Beckham no podrá ponerse al volante durante seis meses como castigo por conducir por Londres mientras usaba el teléfono móvil, ha dictaminado este jueves un tribunal británico. La corte de magistrados de Bromley , en el sudeste de l",True
" El fabricante japonés de vehículos Nissan Motor registró un beneficio neto de 319.138 millones de yenes (2.590 millones de euros ) en el ejercicio fiscal nipón 2018, un 57,3 % interanual menos, principalmente por el descenso de ventas en EE.UU. y Europa",True
" El Girona firmó su sentencia ante el Levante. No es definitiva, pero la derrota de ayer (1-2) contra el Levante le obliga a depender de una carambola poco menos que imposible para lograr escapar del descenso a Segunda División . Para que el conjunto geru",True
" El Gobierno de Cantabria, a través del Instituto Cántabro de Servicios Sociales (ICASS), ha firmado un convenio de colaboración con la Cocina Económica, dotado con 30.000 euros, para que esta entidad siga desarrollando en su centro de día en Santander un",True
" El Gobierno que salió de las urnas el verano pasado fue aprobando ""casi todo lo que estaba planificado"" , por anteriores Ejecutivos del PP en materia de contratación en Defensa. Jaime de Rábago, el presidente de la patronal de la industria militar Tedae,",True
" El grupo popular en el Ayuntamiento de Alicante repasó ayer la actualidad de la semana para arremeter contra el tripartito por polémicas que considera «artificiales» y que, en opinión del portavoz adjunto del equipo de Gobierno, Manuel Villar (PP), «ha i",True
" El Índice de Producción Industrial (IPI) bajó un 0,1% el pasado mes de marzo en relación al mismo mes de 2018, tasa dos décimas inferior a la de febrero, según ha informado este jueves el Instituto Nacional de Estadística (INE). Con el retroceso interanu",True
 El juez Manuel García Castellón ha dejado en libertad bajo fianza a los cinco detenidos por el pago de diez millones de euros al comisario José Manuel Villarejo por frenar la extradición del empresario Ángel Pérez-Maura y sobornar a las autoridades de Gu,True
" El Juzgado de 1ª Instancia e Instrucción número 4 de Getafe ha citado a declarar en calidad de investigado al exalcalde de Getafe, el popular Juan Soler , por el denominado 'caso Teatro' el próximo mes de octubre. En una providencia, avanzada por la Ser ",True
" El Juzgado de Instrucción número 3 de Elche, en funciones de guardia, ha decretado este sábado el ingreso en prisión provisional, comunicada y sin fianza del hombre detenido en el Aeropuerto de Alicante tras supuestamente matar a su pareja en la localida",True
 El Mando de Canarias del Ejército de Tierra ha despedido este miércoles al Contingente EUTM Mali XIV que se desplazará este mes hasta el país africano para contribuir durante seis meses a la instrucción de las fuerzas armadas malienses en todas las áreas,True
 El Ministerio para la Transición Ecológica ha comenzado a remitir las cartas comunicando la concesión del bono social térmico a 1.091.455 beneficiarios. El bono consiste en una ayuda directa destinada a compensar los gastos de suministro de energía para ,True
" El número dos de la formación, Javier Ortega Smith, rechaza qeu se trate de «una pataleta» y lo justifica «para que haya una verdadera transparencia entre lo que los españoles han votado y la representación en el Congreso» Los resultados logrados por Vox",True
" El obispo de Astorga, Juan Antonio Menéndez, ha muerto este miércoles con 62 años tras sufrir un infarto, según han confirmado fuentes de la diócesis. Menéndez, dirigente del episcopado desde 2015, fue nombrado el pasado octubre presidente de la comisión",True
" El Papa ha pedido en una carta enviada a los sacerdotes el ""compromiso de todos"" para luchar contra los abusos sexuales en el seno de la Iglesia , una de las grandes crisis que enfrenta su pontificado. ""Estamos firmemente comprometidos con la puesta en m",True
" El PP catalán se abona a la tesis del diálogo como fórmula para reconducir el conflicto existente en Cataluña , aunque con un principio irrenunciable: la legalidad. El presidente de los populares en Cataluña, Alejandro Fernández , aseguró que si los part",True
" El presidente de Cs, Albert Rivera, y los candidatos al Parlamento Europeo, Luis Garicano; a la Comunidad de Madrid, Ignacio Aguado; y a la alcaldía de la capital, Begoña Villacís, participan en el acto de presentación del equipo del partido a las elecci",True
" El presidente de la Junta, Juanma Moreno, ha anunciado este lunes que el presupuesto andaluz para 2019 asciende a 36.465 millones de euros, con un crecimiento de en torno al 5 por ciento respecto al año pasado y 1.700 millones mas, de los que mil se dest",True
" El presidente del Gobierno en funciones Pedro Sánchez se reunirá en La Moncloa la próxima semana con los líderes de PP, Ciudadanos y Unidas Podemos para analizar la situación política tras las elecciones del 28-A, según informan fuentes del Gobierno este",True
" El presidente paraguayo, Mario Abdo Benítez , está a salvo en el cargo. Tras una semana de negociaciones, el oficialista Partido Colorado ha acordado bloquear en el Congreso una petición opositora de juicio político, resultado de un polémico pacto energé",True
" El primer ministro británico, Boris Johnson , celebrará elecciones en Reino Unido en los días siguientes al Brexit si el Parlamento hunde su Gobierno con una moción de censura, según informa este jueves el 'Financial Times', que cita a asistentes superio",True
" El primer ministro israelí, Benjamín Netanyahu , anunció hoy que ya se ha iniciado el proceso para establecer un nuevo asentamiento judío en el territorio sirio ocupado del Golán , en honor al presidente estadounidense, Donald Trump, que en marzo reconoc",True
" El profesor de la Universidad de Santiago de Compostela (USC) Luciano Méndez Naya, conocido por una serie de vídeos colgados en redes sociales en los que apoyaba a La Manada y criticaba a la víctima, fue detenido en las últimas horas por un supuesto deli",True
" El PSOE ganaría las elecciones municipales y tendría todas las papeletas para seguir gobernando en Sevilla, según el avance de resultados del Barómetro de abril publicado este jueves por el Centro de Investigaciones Sociológicas (CIS). La victoria social",True
" El PSOE ha pedido explicaciones al alcalde de Lora del Río ( Sevilla ), Antonio Enamorado, por autorizar y dar las llaves del cementerio del pueblo a un ""youtuber"" de sucesos paranormales para que grabe por la noche en su interior. Esta autorización ""ha ",True
" El puente de los Agujeros de Tournai , al suroeste de Bélgica, originario del siglo XIII y reconstruido tras la Segunda Guerra Mundial , ha quedado demolido en gran parte este lunes para ser modificado y permitir el paso de embarcaciones comerciales de g",True
" El reconocido tenor peruano Juan Diego Flórez, uno de los cantantes líricos más apreciados por el público valenciano, vuelve este domingo al Palau de la Música de Valencia, en un recital con las entradas prácticamente agotadas y en el que estará acompaña",True
" El régimen chino ha bloqueado el acceso a la enciclopedia virtual Wikipedia en todos los idiomas, según ha dado a conocer este miércoles la fundación que gestiona el portal. ""En abril, la Fundación Wikipedia constató que Wikipedia ya no resultaba accesib",True
" El servicio municipal gratuito de Teleasistencia de Castellón atiende a un millar de personas mayores que viven solas. De éstas, 68 ancianos se han incorporado al programa de custodia de llaves que ofrece también «el equipo de profesionales que está oper",True
" El teléfono móvil le jugó una mala pasada al deportista portugués Anri Egutidze en el Grand Slam de judo que se desarrolla estos días en Bakú (Azerbaiyán) al caer sobre el tatami en pleno combate con el sueco Robin Pacek . La insólita situación, que le c",True
" El titular del Juzgado Central de Instrucción número 6 de la Audiencia Nacional, Manuel García Castellón, ha ordenado la detención este miércoles de los empresarios Ángel Pérez Maura y Adrián de la Joya en el marco de una de las líneas de investigación d",True
 El Tribunal Constitucional ha rechazado al admisión a trámite del recurso de amparo presentado por Ciudadanos contra la candidatura del ex president Carles Puigdemont a las elecciones del Parlamento Europeo. La Sala Primera del TC considera por unanimida,True
" El vocalista de la banda salvadoreña de metal Apes of God, César Canales, fue asesinado el pasado sábado en el municipio de Armenia, en el este de El Salvador, cuando el grupo ofrecía un concierto, informó un portavoz de la Fiscalía General de la Repúbli",True
" En estático y replegado puede parecer una pequeña excavadora. Desplegado y en acción es un feroz antidisturbios. Se trata del Bozena Police Protection Unit o Bozena Rio t, una mole de 18 toneladas de fabricación eslovaca orientada a cuerpos policiales es",True
" En la ofensiva republicana contra el aborto, el Gobernador de Georgia, Brian Kemp, ha firmado hoy una ley que prohibirá el aborto si puede detectarse el latido del corazón del feto. Hasta el momento, las mujeres del Estado de Georgia podían someterse a u",True
" Enrique Hueso muestra un trofeo de rugby, en una imagen publicada en su perfil de Facebook. En los 10 minutos de pánico que se vivieron en el avión que aterrizó el lunes en Valencia con la cabina llena de humo, hubo al menos un pasajero que mantuvo la ca",True
" Ernest Maragall, el candidato que podría arrebatar la alcadía a Ada Colau (tan sólo le separaría una décima, según el barómetro del CIS), se ha lanzado directamente a conquistar el voto inmigrante: «Barcelona somos todos» y la hipotética república catala",True
" Fernando García , candidato de Ciudadanos a la Alcaldía de Bilbao, ha iniciado la campaña de las elecciones municipales con la prioridad de recuperar la seguridad ciudadana. "" Queremos un Bilbao seguro , un Bilbao en el que las Leyes y Ordenanzas se apli",True
" Habló Pedro Sánchez este miércoles por fin sin intermediarios, y de su discurso sólo se concluye una enorme contradicción, un relato perfecto para dinamitar justo lo que asegura perseguir en sintonía, dice, con los deseos de los españoles y del propio Re",True
" Hasta tres de cada diez tumores de próstata pueden pasar desapercibidos con técnicas diagnósticas convencionales. Una primera exploración de la próstata diagnostica entre el 20 y el 40% de cánceres. Hoy, gracias a la biopsia transperineal (BTP), la cifra",True
" Heathrow, el mayor aeropuerto de Europa, ha visto rechazados los intentos del ayuntamiento de Londres y de grupos ecologistas de bloquear la construcción de una tercera pista para absorber su creciente tráfico de pasajeros. Un tribunal británico ha recha",True
" Instantes después de que Kawhi Leonard ejecutase a Philadelphia, con esos cuatro botes en el aro que ya forman parte de la historia de los playoffs de la NBA, Marc Gasol se acercó a Joel Embiid, con el que había tenido que bailar intensamente durante tod",True
" Irán exigió este miércoles que los países firmantes del acuerdo sobre su programa nuclear actúen en apoyo de su economía, pero las empresas europeas siguen siendo reacias para no exponerse a las sanciones estadounidenses , según varios expertos contactad",True
" Joshua Harris , propietario de los Philadelpia 76ers de la NBA, se ha interesado en adquirir el paquete accionarial del Alcorcón que pertenece al empresario belga Roland Duchatelet , algo que desde el club alfarero no desmienten, aunque sí niegan que se ",True
" La Audiencia de Barcelona ha condenado a 70 años de cárcel a Tomás Pardo, conocido como el ""violador de Martorell"", por agredir sexualmente e intentar matar a cuchilladas a una mujer en Castellbisbal (Barcelona) en 2016, durante un permiso penitenciario ",True
" La aversión al riesgo del mercado, que lleva a los inversores a buscar resguardo en activos de confianza en medio de la incertidumbre geopolítica y macroeconómica , ha provocado el hundimiento generalizado de los costes de financiación de la deuda de la ",True
" La cadena de supermercados Dia perdió 144,4 millones de euros en el primer trimestre de 2019, nueve veces más que un año antes, mientras que los ingresos se desplomaron un 7,2%, hasta 1.664,6 millones, según ha informado el grupo a la CNMV . En el trimes",True
" La cantante llevaría días ingresada tras ser intervenida de urgencia y haber pasado varios días en la UCI, según Kike Calleja. Podría recibir el alta hoy María Jiménez denuncia: ""A mí también me follaron gratis"" María Jiménez reaparece en público La mism",True
" La cerveza española ya ha levantado la cabeza , pero otros nubarrones están poniendo en riesgo la buena marcha del sector . Aunque el consumo de esta bebida logró recuperar el año pasado el terreno que había perdido durante la crisis un 20% entre 2007 y ",True
 La Comisión Europea está pendiente del conflicto por el agua que se vive en el entorno de Doñana desde principios de esta década. Cientos de pozos ilegales extraen agua sin control del acuífero del que vive el emblemático espacio protegido para alimentar,True
" La Comunidad Valenciana se encuentra en el top 3 de comunidades autónomas con peor ratio de enfermeros por paciente . Por cada 1.000 valencianos hay 4,79 profesionales de la enfermería. La cifra en Castellón empeora con 4,71, por detrás de Valencia con 5",True
" La creación de empresas cayó en marzo un 4,3% en Euskadi respecto al mismo mes de 2018, con 309 nuevas compañías , y la disolución de firmas vascas también se redujo y en mayor proporción, ya que desaparecieron 91, es decir un 15,7% menos que un año ante",True
" La Delegación del Gobierno en Cataluña ha decretado unos servicios mínimos del 90 % en la huelga indefinida que el comité de empresa de Trablisa, encargada de los controles de seguridad en el Aeropuerto de Barcelona, ha convocado a partir del próximo 9 d",True
" La dirección de Actúa Baleares, partido coaligado con Vox, emitió ayer un comunicado donde intenta defender su gestión denunciando un supuesto complot contra el presidente, Jorge Campos, y el secretario general, Sergio Rodríguez, para hacerse con el cont",True
" La empresa Lances de Futuro ha presentado este lunes los carteles de la próxima Feria Real de Algeciras, que este año celebrará el 50º aniversario del coso de Las Palomas. Un ciclo que combinará la presencia de figuras y jóvenes, que constará de tres cor",True
" La Ertzaintza detuvo a las 23.30 horas del martes, tras realizar las investigaciones policiales pertinentes, a un hombre de 31 años , como presunto autor del último intento de agresión sexual que tuvo lugar la noche del lunes al inicio de las fiestas de ",True
" La Fiscalía sueca ha reabierto este lunes el caso por un posible delito de violación contra Julian Assange , fundador de Wikileaks. La abogada de una de las denunciantes había pedido reabrir la investigación, cuando Assange fue detenido por la fuerza por",True
" La Generalitat de Catalunya ha alertado hoy de que está creciendo el número de extranjeros que no han podido regularizar su estancia en España, al haber llegado a lo largo de los últimos meses y no disponer de un contrato de trabajo de como mínimo un año",True
